"Node Number","Time","Power Reading","Temperature","Wind generation was in excess"
0,"2015-03-09T04:18:50.931Z",12.719999999999999,1,false
1,"2015-03-09T04:18:51.292Z",13.08,1,false
0,"2015-03-09T04:18:51.944Z",10.200000000000001,1,false
1,"2015-03-09T04:18:52.304Z",10.92,1,false
0,"2015-03-09T04:18:52.957Z",11.28,1,false
1,"2015-03-09T04:18:53.315Z",24.84,1,false
0,"2015-03-09T04:18:53.969Z",14.040000000000001,1,false
1,"2015-03-09T04:18:54.327Z",11.28,1,false
0,"2015-03-09T04:18:54.980Z",11.28,1,false
1,"2015-03-09T04:18:55.339Z",7.68,1,false
0,"2015-03-09T04:18:55.992Z",11.28,1,false
1,"2015-03-09T04:18:56.352Z",7.32,1,false
0,"2015-03-09T04:18:57.012Z",10.200000000000001,1,false
1,"2015-03-09T04:18:57.364Z",1599.1200000000001,1,false
0,"2015-03-09T04:18:58.023Z",12.36,1,false
1,"2015-03-09T04:18:58.376Z",1449.24,1,false
0,"2015-03-09T04:18:59.034Z",10.200000000000001,1,false
1,"2015-03-09T04:18:59.387Z",794.5200000000001,1,false
0,"2015-03-09T04:19:00.045Z",12.719999999999999,1,false
1,"2015-03-09T04:19:00.399Z",1422.72,1,false
